web-scraper-order,web-scraper-start-url,beer,beer-href,name,price,alcohol,description,size,brewer,country,pagination,pagination-href,category,retail_price,Description2,brewer2
"1605382365-418","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Innis & Gunn Blood Red Sky Ale

          $2.88
          7842
          330 ml


      Limited Time Offer








      Balanced







      Roasted","https://www.liquormarts.ca/product/innis-gunn-blood-red-sky-ale/330-ml","Innis & Gunn Blood Red Sky Ale","REG. $3.22
          $2.88
          SAVE $0.34","6.80%","null","Item # 7842       | UPC 5010327618517 | 330 ml","null","United Kingdom","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Ale > Other Ales","REG. $3.22","Rum Finish's deep red beer has a delicious warming character bursting with fruit and lively spices.","Innis & Gunn Blood Red Sky Ale"
"1605381587-162","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Beck's

          $3.49
          8388
          500 ml



      Light







      Hoppy","https://www.liquormarts.ca/product/becks/500-ml","Beck's","$3.49","5.00%","null","Item # 8388       | UPC 082488141000 | 500 ml","null","Germany","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Lager > Pale","null","The best selling export German beer in the world, Beck's is a pilsner-style lager with a distinctive and refreshing taste. It is brewed in accordance with the German Purity Law of 1516 which restricts ingredients to just water, malt, hops and yeast. First brewed in 1873, Beck's matches well with lighter fare such as chicken, pasta, seafood and of course, any German meal. 4.9% alcohol by volume.","Beck's"
"1605381775-234","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Carlsberg

          $3.19
          73809
          500 ml



      Light







      Malty","https://www.liquormarts.ca/product/carlsberg/500-ml","Carlsberg","$3.19","5.00%","null","Item # 73809       | UPC 5740600020637 | 500 ml","null","Denmark","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Lager > Pilsner","null","Clear, bright straw color; light yeasty and mild hops aromas; light bodied, with a refreshing citrus note on finish. Carlsberg is a refreshing lager with a clean, crisp taste, satisfying depth of flavor and a rich, golden color. Together with its malt and grain notes, Carlsberg delivers a perfect experience.","Carlsberg"
"1605382247-381","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Grolsch Lager

          $3.25
          535294
          500 ml


      Delivery








      Light







      Hoppy","https://www.liquormarts.ca/product/grolsch-lager/500-ml","Grolsch Lager","$3.25","5.00%","null","Item # 535294       | UPC 083741150012 | 500 ml","null","Netherlands","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Lager > Pale","null","Medium gold colour. Rich grain and hop aromas with hints of spice. Smooth, balanced flavour with a refreshing hoppy character; a distinctive and full-bodied taste. Medium body, light carbonation. Smooth, balanced and dry.","Grolsch Lager"
"1605382725-532","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Negra Modelo

          $2.58
          11065
          355 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/negra-modelo/355-ml","Negra Modelo","$2.58","5.30%","null","Item # 11065       | UPC 75034931 | 355 ml","Cerveza Modelo","Mexico","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Dark","null","Negra Modelo is a premium Vienna-style lager brewed since 1926. Negra Modelo redefines the way consumers think about Dark Beer because in taste and colour it is a remarkably smooth beer. It is a perfectly balanced beer that combines a smooth, easy drinking taste with a rich colour and very pleasant malt aroma.","null"
"1605383328-729","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","VESSEL BEER MERINGUE-A-TANG LEMON MILKSHAKE SOUR ALE
          Out of Stock

          $4.30
          35196
          473 ml



      Light







      Tart","https://www.liquormarts.ca/product/vessel-beer-meringue-tang-lemon-milkshake-sour-ale/473-ml","VESSEL BEER MERINGUE-A-TANG LEMON MILKSHAKE SOUR ALE","$4.30","5.30%","Lemon Meringue Milkshake Sour. Sour pastry beer along the lines of a Lemon Meringue Pie.","Item # 35196       | UPC 628110283153 | 473 ml","null","Canada","","","Beer > Ale > Flavoured","null","15 IBU","Nonsuch Brewing Co"
"1605381761-228","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","BUDWEISER ZERO

          $16.48
          34287
          12 x 355 ml



      Light







      Malty","https://www.liquormarts.ca/product/budweiser-zero/12-x-355-ml","BUDWEISER ZERO","$16.48","0.00%","Budweiser's new formulation on an easy-drinking zero-alcohol American Lager, toting smooth Budweiser flavour.","Item # 34287       | UPC 062067381539 | 12 x 355 ml","null","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Non-Alcoholic > Other","null","15 IBU","Budweiser"
"1605382431-439","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Kronenbourg 1664 Blanc

          $2.55
          12598
          330 ml



      Light







      Spicy","https://www.liquormarts.ca/product/kronenbourg-1664-blanc/330-ml","Kronenbourg 1664 Blanc","$2.55","5.00%","null","Item # 12598       | UPC 851621000043 | 330 ml","null","France","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Ale > Wheat","null","A smooth white beer with only slight bitterness and very refreshing characteristics. Its taste reveals fruit and citrus notes, while giving off aromas of ripe grapefruit and lemon with nuance of coriander and clove.","Brasseries Kronenbourg"
"1605382688-519","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Moosehead Lager

          $27.94
          7246
          15 x 355 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/moosehead-lager/15-x-355-ml","Moosehead Lager","$27.94","5.00%","null","Item # 7246       | UPC 776029701876 | 15 x 355 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Pale","null","Moosehead Breweries’  flagship brand is a golden lager that is light in body and highly refreshing, offering a fine balance between malt sweetness and hop bitterness. Made from an age-old yeast culture, Moosehead Lager is brewed longer to impart its unique flavor.","Moosehead Lager"
"1605383095-652","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Standard Lager

          $26.99
          20694
          15 x 355 ml



      Light







      Malty","https://www.liquormarts.ca/product/standard-lager/15-x-355-ml","Standard Lager","$26.99","5.00%","null","Item # 20694       | UPC 056327011069 | 15 x 355 ml","Molson Standard","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Lager > Pale","null","Standard Lager is brewed especially for Manitoba based on an original recipe dating back to 1877. It is a lager of established quality, long favoured for its mellow, satisfying flavour.","null"
"1605382788-554","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Nonsuch Brewing Saison Ale
          Out of Stock

          $12.00
          23057
          750 ml



      Balanced







      Spicy","https://www.liquormarts.ca/product/nonsuch-brewing-saison-ale/750-ml","Nonsuch Brewing Saison Ale","$12.00","8.40%","A gracefully complex Belgian ale.","Item # 23057       | UPC 628110283016 | 750 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Ale > Belgian","null","30 IBU","Nonsuch Brewing Co"
"1605382215-370","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","GRAIN TO GLASS CREAMSICLE ALE

          $3.28
          31694
          473 ml



      Light







      Flavoured","https://www.liquormarts.ca/product/grain-glass-creamsicle-ale/473-ml","GRAIN TO GLASS CREAMSICLE ALE","$3.28","5.50%","null","Item # 31694       | UPC 628055741565 | 473 ml","Torque Brewing Co","Canada","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Ale > Flavoured","null","The flavors and aromas of orange and vanilla coupled with A rich lactose mouthfeel.","null"
"1605381957-302","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","FARMERY CLAM & SPICE WITH SRIRACHA

          $3.49
          36341
          473 ml


      New Arrivals








      Bold







      Spicy","https://www.liquormarts.ca/product/farmery-clam-spice-sriracha/473-ml","FARMERY CLAM & SPICE WITH SRIRACHA","$3.49","4.00%","null","Item # 36341       | UPC 830021002512 | 473 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Malt-Based Coolers > Other","null","Refreshing hint of pickle, clam and spice. Small batch brewed.","Farmery Estate Brewing Co"
"1605383165-674","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Stone Angel Brewing Miss Havisham Regrets Bitter

          $3.79
          28467
          473 ml


      Delivery








      Balanced







      Malty","https://www.liquormarts.ca/product/stone-angel-brewing-miss-havisham-regrets-bitter/473-ml","Stone Angel Brewing Miss Havisham Regrets Bitter","$3.79","4.50%","A refreshingly sessionable Best Bitter with a hoppy malty flavour and a overall slight bitterness and a hint of fruit.","Item # 28467       | UPC 628250636062 | 473 ml","null","Canada","","","Beer > Ale > Other Ales","null","35 IBU","Stone Angel Brewing"
"1605383019-627","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Sapporo Beer
          Out of Stock

          $2.30
          186007
          355 ml



      Light







      Malty","https://www.liquormarts.ca/product/sapporo-beer/355-ml","Sapporo Beer","$2.30","5.00%","Citrus and hop aromas; light to medium body, dry style; citrus and light hops for a clean refreshing finish","Item # 186007       | UPC 056910600007 | 355 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Lager > Pale","null","24 IBU","Sapporo Brewing Company"
"1605382444-444","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Labatt Blue

          $27.98
          935155
          15 x 355 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/labatt-blue/15-x-355-ml","Labatt Blue","$27.98","5.00%","null","Item # 935155       | UPC 062067351372 | 15 x 355 ml","null","Canada","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Lager > Pale","null","First introduced in 1951 as Labatt Pilsner, Labatt Blue has a clean and refreshing taste with a distinctive hop aroma, a delicate and fruity character and a slightly sweet aftertaste. This award winning beer matches well with lighter tasting foods such as chicken, seafood, pasta and other lighter fare.","Labatt Blue"
"1605382956-609","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","RED RACER SESSION IPA

          $3.30
          29484
          500 ml



      Balanced







      Flavoured","https://www.liquormarts.ca/product/red-racer-session-ipa/500-ml","RED RACER SESSION IPA","$3.30","4.00%","Mosaic hops lend to this light and fruity ale with a good bitterness and malt balance, coupled with refreshing hop aromatics. This session ale is big on flavour and light in alcohol.","Item # 29484       | UPC 628113006315 | 500 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Pale","null","IBU 40","Central City Brewing Company"
"1605383385-745","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Whistler Brewing Forager Gluten Free Lager

          $2.95
          22843
          330 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/whistler-brewing-forager-gluten-free-lager/330-ml","Whistler Brewing Forager Gluten Free Lager","$2.95","5.00%","This full-bodied, hop-forward lager is a golden swell of flavour with a long, crisp finish.","Item # 22843       | UPC 626990323815 | 330 ml","null","Canada","","","Beer > Lager > Other Lagers","null","Brewed in the style of common lagers from the 1890’ s.","Whistler Brewing"
"1605382859-576","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Pabst Blue Ribbon

          $24.11
          742971
          15 x 355 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/pabst-blue-ribbon/15-x-355-ml","Pabst Blue Ribbon","$24.11","4.90%","null","Item # 742971       | UPC 056910403158 | 15 x 355 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Lager > Pale","null","Our unique fermentation and maturation process results in a smooth, full bodied beer with a clean, crisp finish and a fine noble hop aroma.","Pabst Blue Ribbon"
"1605383078-646","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Sookram's Cult Classic Pilsner

          $3.99
          29525
          473 ml


      Delivery








      Balanced







      Malty","https://www.liquormarts.ca/product/sookrams-cult-classic-pilsner/473-ml","Sookram's Cult Classic Pilsner","$3.99","5.00%","Cult Classic is a pale, golden lager full of crisp hops and bready malts. The zesty spice and floral notes from the hops balance the malt sweetness before this Pilsner's crisp finish.","Item # 29525       | UPC 628504890028 | 473 ml","Sookram's Brewing Co.","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Lager > Pilsner","null","30 IBU","null"
"1605382608-494","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Mill Street Original Organic Lager

          $3.14
          17706
          473 ml


      Limited Time Offer








      Light







      Malty","https://www.liquormarts.ca/product/mill-street-original-organic-lager/473-ml","Mill Street Original Organic Lager","REG. $3.49
          $3.14
          SAVE $0.35","4.20%","We adhere to rules that guarantee both the raw materials and brewing process are pesticide- and herbicide-free. Brewed with imported malt and hops, this 4.2% German Pilsner offers a light, crisp and refreshing flavour with a clean finish.","Item # 17706       | UPC 855315000319 | 473 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Pale","REG. $3.49","100% all natural certified organic lager.","Mill Street Original Organic Lager"
"1605382105-338","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Fort Garry Brewing Dark Ale

          $3.48
          5862
          473 ml


      Delivery








      Balanced







      Roasted","https://www.liquormarts.ca/product/fort-garry-brewing-dark-ale/473-ml","Fort Garry Brewing Dark Ale","$3.48","5.00%","A chestnut coloured English Mild Ale that boasts caramel, coffee and chocolate flavours and a balanced hop finish. Excellent drinkability and pairs well with hard cheeses.","Item # 5862       | UPC 693851050241 | 473 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Ale > Dark","null","16 IBU","Fort Garry Brewing Company"
"1605382263-386","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Guinness Draught

          $3.79
          28600
          500 ml



      Balanced







      Roasted","https://www.liquormarts.ca/product/guinness-draught/500-ml","Guinness Draught","$3.79","4.20%","null","Item # 28600       | UPC 5000213015414 | 500 ml","null","Ireland","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Ale > Stout","null","Sweet smelling with a coffee and malty nose.  Perfect balance of bitter and sweet and malt and roast character.  Smooth, creamy and balanced.","Guinness & Co"
"1605383268-709","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","TRANS CANADA BREWING SIDEWIENDER VIENNA LAGER

          $3.44
          31637
          473 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/trans-canada-brewing-sidewiender-vienna-lager/473-ml","TRANS CANADA BREWING SIDEWIENDER VIENNA LAGER","$3.44","5.50%","The Vienna malt will push your palate to the edge with its robust malt character, then elegantly wind you back through its notes of floral and spice. The finish is as dry and crisp","Item # 31637       | UPC 702088414013 | 473 ml","null","Canada","","","Beer > Lager > Pale","null","26 IBU","Trans Canada Brewing"
"1605382610-495","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Mill Street Vanilla Porter Draught

          $3.10
          17702
          440 ml


      Limited Time Offer








      Balanced







      Flavoured","https://www.liquormarts.ca/product/mill-street-vanilla-porter-draught/440-ml","Mill Street Vanilla Porter Draught","REG. $3.45
          $3.10
          SAVE $0.35","5.00%","null","Item # 17702       | UPC 855315000715 | 440 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Ale > Porter","REG. $3.45","Vanilla Porter is an extra smooth nitrogen charged English style dark ale.","Mill Street Brewery"
"1605382011-318","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Farmery Prairie Berry-Ale

          $3.39
          28269
          473 ml



      Medium







      Berry","https://www.liquormarts.ca/product/farmery-prairie-berry-ale/473-ml","Farmery Prairie Berry-Ale","$3.39","4.00%","Back by popular demand with a great new reformulated taste! Delicious prairie-berry flavours of saskatoon, raspberry and sour cherry. Made with barley & hops grown on our estate family farm. Proudly brewed in Neepawa, MB.","Item # 28269       | UPC 830021001157 | 473 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Malt-Based Coolers > Domestic","null","IBU 5","Farmery Estate Brewing Co"
"1605381642-187","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Brasserie du Bocq Blanche de Namur Wheat Ale

          $3.99
          22942
          500 ml



      Light







      Spicy","https://www.liquormarts.ca/product/brasserie-du-bocq-blanche-de-namur-wheat-ale/500-ml","Brasserie du Bocq Blanche de Namur Wheat Ale","$3.99","4.50%","Cloudy, smooth and mellow, the Blanche de Namur is a whet beer of the highest quality. From the first sip, you feel all the roundness and delicacy that make it an exceptional beer. Its qualities and the “ know-how”  of the brewery, earned this beer the distinction of the best white beer in the world in 2009, 2013, and 2014.","Item # 22942       | UPC 5411633140059 | 500 ml","null","Belgium","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Ale > Wheat","null","10 IBU","Brasserie du Bocq"
"1605382630-501","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Miller Lite
          Out of Stock

          $25.98
          18583
          15 x 355 ml


      Limited Time Offer








      Light







      Malty","https://www.liquormarts.ca/product/miller-lite/15-x-355-ml","Miller Lite","REG. $28.98
          $25.98
          SAVE $3.00","4.00%","null","Item # 18583       | UPC 056327012103 | 15 x 355 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Light","REG. $28.98","Miller Lite is the great tasting, less filling beer that created the American light beer category in 1975. Triple-hops brewed for great Pilsner taste.","Miller Brewing Company"
"1605383113-657","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","STEAM WHISTLE PALE ALE

          $3.09
          31027
          473 ml



      Balanced







      Hoppy","https://www.liquormarts.ca/product/steam-whistle-pale-ale/473-ml","STEAM WHISTLE PALE ALE","$3.09","5.00%","Steam Whistle Premium Pale Ale is a crisp and easy to drink beer with a rich golden colour. It's  medium hop character delivers a pleasant bitterness, which ends in a smooth, refreshing finish. This beer will pair perfectly with spicy dishes and an assortment of cheeses.","Item # 31027       | UPC 0702915000617 | 473 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Pale","null","35 IBU","Steam Whistle Brewing"
"1605381646-189","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","BRAZEN HALL BREWING - LONGSWORD PILSNER

          $4.19
          34295
          473 ml



      Balanced







      Hoppy","https://www.liquormarts.ca/product/brazen-hall-brewing-longsword-pilsner/473-ml","BRAZEN HALL BREWING - LONGSWORD PILSNER","$4.19","5.00%","This lager beer is clean and crisp with beautiful notes of crackery grain and earthy lemon from Sterling and traditional Hersrbucker hops.","Item # 34295       | UPC 843738039559 | 473 ml","Brazen Hall Brewery","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Lager > Light","null","30 IBU","null"
"1605382676-516","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Moosehead Grapefruit Radler

          $3.40
          24834
          473 ml



      Light







      Flavoured","https://www.liquormarts.ca/product/moosehead-grapefruit-radler/473-ml","Moosehead Grapefruit Radler","$3.40","4.00%","null","Item # 24834       | UPC 776029703191 | 473 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Ale > Flavoured","null","Moosehead Radler is infused with a hint of natural grapefruit, grape and lemon juices to deliver a truly unique taste profile that is refreshingly different.","Moosehead Breweries Limited"
"1605382520-468","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Little Brown Jug 1919 Belgian Pale Ale

          $24.79
          26177
          8 x 473 ml


      Delivery








      Light







      Spicy","https://www.liquormarts.ca/product/little-brown-jug-1919-belgian-pale-ale/8-x-473-ml","Little Brown Jug 1919 Belgian Pale Ale","$24.79","5.00%","Easy-drinking everyday Belgian pale ale, spicy and herbal aroma,  strawberry blond in colour, low bitterness, malt flavours of freshly baked bread, dry and balanced finish.","Item # 26177       | UPC 628250203011 | 8 x 473 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Ale > Belgian","null","20 IBU","Little Brown Jug"
"1605382189-361","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Glutenberg American Pale Ale

          $3.99
          17718
          473 ml


      Delivery








      Light







      Hoppy","https://www.liquormarts.ca/product/glutenberg-american-pale-ale/473-ml","Glutenberg American Pale Ale","$3.99","5.50%","Glutenberg American Pale Ale is light copper in color with a nose of apricot, grapefruit and raspberries with flavors of candied orange and caramel.","Item # 17718       | UPC 832958000548 | 473 ml","null","Canada","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Ale > Pale","null","Entirely gluten free","Glutenberg American Pale Ale"
"1605382881-583","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Parallel 49 Jerkface 9000 North West Wheat Ale

          $3.39
          20120
          473 ml


      AIR MILES - Bonus Miles







      Delivery








      Light







      Hoppy","https://www.liquormarts.ca/product/parallel-49-jerkface-9000-north-west-wheat-ale/473-ml","Parallel 49 Jerkface 9000 North West Wheat Ale","$3.39","5.00%","An easy drinking American wheat ale dry hopped with Mosaic Hops. Juicy citrus, tropical and floral hop notes sit atop a light grainy malt base giving the beer a very flavourful hop punch with a light refreshing body.","Item # 20120       | UPC 626990234982 | 473 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Wheat","null","37 IBU","Parallel 49 Brewing"
"1605383187-681","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","SURLY BREWING ROCKET SURGERY ALE

          $3.95
          34543
          355 ml



      Balanced







      Hoppy","https://www.liquormarts.ca/product/surly-brewing-rocket-surgery-ale/355-ml","SURLY BREWING ROCKET SURGERY ALE","$3.95","5.50%","null","Item # 34543       | UPC 810005490139 | 355 ml","null","United States","","","Beer > Ale > Pale","null","This juicy, hazy beer is brimming with Citra and Simcoe hop flavor.","Surly Brewing Co."
"1605381881-277","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Dos Equis XX Lager Especial

          $2.42
          156174
          355 ml



      Malty







      Light","https://www.liquormarts.ca/product/dos-equis-xx-lager-especial/355-ml","Dos Equis XX Lager Especial","$2.42","4.60%","null","Item # 156174       | UPC 75005719 | 355 ml","Dos Equis","Mexico","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Lager > Pale","null","A crisp, refreshing, light-bodied malt-flavored beer with a well-balanced finish. A Lager that drinks like a Pilsner. A liquid embodiment of living life to the fullest. A beverage made from pure spring water and the choicest hops. A beer with such good taste, it’ s chosen you to drink it. A beer with such good taste, it’ s never seen in bad company.","Dos Equis XX Lager Especial"
"1605382935-603","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","PUMP HOUSE CRAFTY RADLER BLOOD ORANGE & PEACH

          $3.69
          34099
          473 ml



      Light







      Flavoured","https://www.liquormarts.ca/product/pump-house-crafty-radler-blood-orange-peach/473-ml","PUMP HOUSE CRAFTY RADLER BLOOD ORANGE & PEACH","$3.69","4.70%","Crafty Radler includes a mix of house-made Blood Orange and Peach craft soda. It exhibits a natural cloudy pale orange colour. This mixture gives off a refreshing smell of ripe, freshly sliced peaches with sweet notes of fresh picked oranges. There is also a slight lingering aroma of Willamette hops that create the base of this blend. The orange flavour dances with the sweetness of peaches, while the malt and hops give a balanced foundation.","Item # 34099       | UPC 870098000530 | 473 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Lager > Flavoured","null","IBU: 5","Pump House Brewery"
"1605383140-666","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","STELLA ARTOIS LAGER

          $3.49
          35523
          473 ml


      New Arrivals








      Light







      Malty","https://www.liquormarts.ca/product/stella-artois-lager/473-ml","STELLA ARTOIS LAGER","$3.49","5.00%","null","Item # 35523       | UPC 062067382178 | 473 ml","null","Canada","","","Beer > Lager > Pilsner","null","Stella Artois® is part of a Belgian brewing tradition dating back to 1366. It is the #1 Belgian beer in the world and is present in 95 countries. Stella Artois is a bottom filtered, blonde pilsner. It is thirst quenching, with a malty middle and crisp finish delivering a full flavour and a hint of bitterness. Stella Artois is best enjoyed served between 3 and 5 degrees Celsius and should be served in the unique Stella Artois Chalice, according to the 9-Step Pouring Ritual to guarantee a perfect experience of this gold standard lager.","Labatt Brewing Company"
